taxonomy	SM.03_01	SM.03_03	SM.04_01	SM.04_03	SM.08_01	SM.08_02	SM.08_03	SM.08_04	SM.08_05	SM.08_09	SM.08_13	SM.09_01	SM.09_03	SM.11_01	SM.11_03	SM.12_01	SM.12_03	SM.13_01	SM.13_03	SM.17_01	SM.17_03	SM.30_01	SM.30_03	SM.31_01	SM.31_03
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_scindens	0	0	0.0036	0	0.01371	0.00374	0.0022	0.00598	0.00126	0	0.00761	0	0	0	0	0	0	0	0	0	0	9.00E-05	0	0.01183	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982|s__GGB2982_SGB3964	0	0	0.00289	0.05729	0	0	0	0	0	0	0	0.05227	0.0067	0	0	0	0	0	0	0	0.02843	0.00249	0	0.07003	0.0077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959	0	0	0.0024	0.00815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_NSJ_24	0	0	0.00212	0.142	0	0	0	0	0	0.07905	0	0.02968	0.01937	0.05872	0.11882	0	0	0	0	0.02523	0.05787	0.0101	0.00364	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168	0	0	0.00184	0.00768	0	0.0241	0.02385	0.0046	0.02216	0.06818	0.00328	0	0	0	0	0	0	0.0174	0.03497	0.02147	0.01566	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348	0	0	0	2.03465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_intestinihominis	0	0	0	0.05685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216	0	0	0	0.04573	0.08495	0.07371	0.03274	0.2562	0.65951	0.19231	0.17409	0.51334	0.41369	0	0	0	0	0	0	0	0	0	0	0.0349	0.59412
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Dakarella|s__Dakarella_massiliensis	0	0	0	0.01698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00644	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179	0	0	0	0.01176	0.00596	0	0	0	0	0	0.00325	0.07764	0.07214	0	0	0	0	0	0.02335	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9568|s__GGB9568_SGB14980	0	0	0	0.00811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_edouardi	0	0	0	0.00192	0	0	0	0	0	0	0	0	0	0.02385	0	0	0	0	0	0.01312	0	0.00852	0.00079	0	0
k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367	0	0	0	0	3.33213	0.78469	0.01168	2.20384	2.96822	1.12623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	0	0	1.98201	0.67633	1.78588	2.08031	0.03282	0.16337	1.60751	0	0	0	0	0	0	0	0.01784	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4	0	0	0	0	0.71396	0.0176	0.41971	0.49638	0.10074	0.35855	0.10904	0	0	0	0	0	0	0	0	0	0	0	0	0.41928	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270J_160509_D11	0	0	0	0	0.47065	0.05217	0.07713	0	0.04428	0.0097	0.01412	0	0	0	0	0.04722	0	0	0	0.13702	0	0.01632	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB80011|s__GGB80011_SGB15265	0	0	0	0	0.44161	0	0.12046	0.16401	0.00642	0.20045	0.62735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0	0	0	0.40263	0.08052	0.33292	2.19096	0.01271	0.34048	0.76118	0	0	0	0	0	0	0	0	0.23624	0.1788	0	0	1.13735	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus|s__Monoglobus_pectinilyticus	0	0	0	0	0.39933	0.08764	0.08509	0.22442	0.01517	0.2834	0.14321	0	0	0	0.00323	0	0	0.0091	0.66574	0	0.42545	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3321|s__GGB3321_SGB4394	0	0	0	0	0.38031	0.20895	0.60335	1.30807	1.31759	0.81275	0.29884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141	0	0	0	0	0.26253	0.08826	0.04691	0.19376	0.04574	0.24445	0.1988	0	0	0	0	0.01998	0	0	0	0.69344	0.12665	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB15260	0	0	0	0	0.18602	0.07272	0.08036	1.60162	0.3073	0.22765	0.01953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096|s__GGB1096_SGB1408	0	0	0	0	0.18346	0.01844	0.07596	1.08604	0.36165	0.73835	0.06452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saudiense	0	0	0	0	0.18271	0.22593	0.91282	1.17526	1.77862	0.10839	0.07782	0	0	0.00237	0	0.59005	0.11755	0	0	0.12541	0.01872	0.60364	0	0.00345	0
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060	0	0	0	0	0.18264	0.32606	0.27977	0.35114	0.1155	0.18967	0.2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0	0.14992	1.13921	0.83243	0.01907	0.31917	0.00244	0	0	0	0	0	0.01675	0.02563	0	0	0.01434	0.0182	0	0	3.12952	4.7611
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii	0	0	0	0	0.14138	0.12462	0.04176	0.00262	0	0.06429	0.17096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris	0	0	0	0	0.13444	0.63177	0.19482	0.0891	0.11639	0.8951	0.26531	0	0	0.02508	0.00256	0.02012	0.04456	1.70132	0.58585	0.02481	0.02723	0.29372	0.17926	0.01302	0.01244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0	0	0	0	0.12648	0.01833	0.09403	0.61841	0.01157	0.20726	0.06088	0.05296	0.22447	0.30761	0.02989	1.58494	0	0.79024	0.04105	0.57742	0.00027	0	0	0.01353	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270H_150608_G6	0	0	0	0	0.11678	0.01334	0.01514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0	0	0	0.10885	0.21216	0.15065	0.18412	0.24375	0.09715	0.03334	0.03312	0.07164	0	0	0	0	0.07168	0.16212	0.00605	0.06445	0	0	0	0.06011
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4605|s__GGB4605_SGB6376	0	0	0	0	0.10547	0	0	0	0	0	0	0.05429	0.58393	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_1001095H_141210_F2	0	0	0	0	0.08856	0	0.02866	0.03883	0.00057	0.07719	0	0	0	0	0	0.09969	0.01129	0.07113	0.06756	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233	0	0	0	0	0.08344	0.0062	0.06842	0.3965	0.09952	0.10857	0	0	0.01952	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529|f__FGB3529|g__GGB3570|s__GGB3570_SGB4777	0	0	0	0	0.07658	0	0.00047	0.003	0	0.01007	0.03154	0	0	0	0	0	0	0	0	0	0	0	0	0.01448	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921	0	0	0	0	0.06491	0.02307	0.04717	0.00973	0.01143	0.01051	0	0	0	0	0	0.04235	0.04765	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089	0	0	0	0	0.06293	0.00578	0.01285	0.14329	0.01113	0.08339	0.02315	0	0	0	0	0.01146	0	0	0.00147	0.01717	0.01485	0	0	0.00363	0.04274
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Massilistercora|s__Massilistercora_timonensis	0	0	0	0	0.0621	0.00791	0.02012	0.00028	0.46751	0.5258	0.45135	0	0	0	0	0.12489	0.04392	0	0	0	0.02899	0	0	0.06007	2.53328
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB45491|s__GGB45491_SGB63163	0	0	0	0	0.0604	0.04665	0.05528	0.00295	0.17134	0	0.0072	0	0	0	0	0	0	0	0	0	0.01382	0	0	0.02521	1.1934
k__Bacteria|p__Firmicutes|c__CFGB75985|o__OFGB75985|f__FGB75985|g__GGB9523|s__GGB9523_SGB14922	0	0	0	0	0.05405	0.064	0.02684	0.22198	0.8678	0.31248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB71281	0	0	0	0	0.0536	0.04805	0.0701	0.06269	0.13268	0.04038	0.03545	0.04127	0.03029	0	0	0	0	0	0	0	0	0	0	0.02276	0.0472
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas|s__Candidatus_Avimonas_narfia	0	0	0	0	0.05242	0.13812	0.15367	0.18235	0.0692	0.08852	0.06147	0.04845	0.15118	0	0	0.00663	0.06036	0	0	0	0.00673	0	0	0.06346	0.14837
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346	0	0	0	0	0.04681	0.00841	0.00372	0.11835	0.00064	0.11972	0.00591	0.05952	0.11162	0	0	0	0	0.12176	0.06847	0	0	0	0	0.06332	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9531|s__GGB9531_SGB14932	0	0	0	0	0.04095	0.08523	0.07107	0.1422	0.57433	0.07102	0.02306	0.01036	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi	0	0	0	0	0.03971	0.43413	0.13743	0.15065	0.87948	0.1313	0.01577	0	0	0	0	0	0	0	0	0	0	0	0	0.03531	0.1303
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_NSJ_61	0	0	0	0	0.03959	0.09465	0.23207	0.23907	0.03745	0.0614	0.58082	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33586|s__GGB33586_SGB53517	0	0	0	0	0.039	0.03569	0.10268	0.07028	0.02275	0.03834	0.02828	0	0	0	0	0.00467	0.12712	0	0	0	0.0121	0	0	0.00726	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0	0	0	0	0.03853	0.0205	0.11234	0.12388	0.04371	0.11858	0.05187	0	0	0	0	0	0	0	0	0.00017	0.00605	0	0	0.2798	0.02737
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB14888	0	0	0	0	0.03419	0.00884	0.01361	0.0055	0.01381	0.00797	0.00075	0	0	0.01185	0.01498	0.00638	0.00638	0.01673	0.06683	0.00142	0.01026	0.01384	0.00291	0.05005	0.06567
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_BX15	0	0	0	0	0.03272	0	0.00597	0.20552	0.02099	0.11877	0.02142	0.1772	0.25224	0	0	0	0	0.11498	0.01404	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis	0	0	0	0	0.03192	0.0717	0.06	0.06659	0.14535	0.05289	0.02583	0	0	0	0	0.02677	0.02077	0	0	0	0	0	0	0.01952	0.01492
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB62935	0	0	0	0	0.02971	0.0159	0.03586	0.02233	0.02113	0.0087	0.0251	0	0	0	0	0	0	0	0	0	0	0	0	0.01226	0.07217
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogeniiclostidium|s__Hydrogeniiclostidium_mannosilyticum	0	0	0	0	0.0253	0.05183	0.05326	0.09333	0.19153	0.08584	0.0185	0	0	0.00433	0.03205	0.00538	0.03573	0	0	0	0.00034	0.00463	0.01116	0.02996	0.00812
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781|s__GGB9781_SGB66170	0	0	0	0	0.02368	0.20871	0.2916	0.00089	0.14386	0.00517	0.00919	0	0	0	0	0	0	0	0	0	0.0616	0	0	0.10614	0.87711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727	0	0	0	0	0.02265	0.04058	0.02094	0.00591	0.03274	0.02284	0.00217	0	0	0.02361	0.06813	0	0.01673	0	0	0	0.04048	0	0	0.00846	0.01903
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	0	0	0	0	0.01977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815	0	0	0	0	0.01974	0.00069	0.0033	0	0	0	0.00064	0.23929	0.21757	0	0	0	0	0.04491	0.01578	0	0	0	0	0.2688	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9627|s__GGB9627_SGB15081	0	0	0	0	0.01815	0.08417	0.01368	0.10523	0.06648	0.22053	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58	0	0	0	0	0.0174	0.04526	0	0	0	0	0	0	0	0	0	0	0	0.00543	0.01767	0.00354	0	0.00191	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238|g__GGB74463|s__GGB74463_SGB54347	0	0	0	0	0.01654	0	0	0	0.04138	0.00575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262|g__GGB3061|s__GGB3061_SGB4063	0	0	0	0	0.01632	0.02648	0.01886	0.01376	0	0	0	0	0	0	0	0	0.01775	0	0	0	0.00802	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0.01563	0.00166	0	0.03258	0	0.01892	0	0	0	0	0	0.22741	0	0.00167	0	0	0	0.0225	0	0.0165	0
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465|f__FGB76465|g__GGB80140|s__GGB80140_SGB15224	0	0	0	0	0.0153	0.00075	0.00991	0.00307	0.0486	0	0.02605	0.08767	0.05599	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB69175	0	0	0	0	0.01487	0.01475	0.0173	0.02435	0.0446	0.00955	0.00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781|s__GGB9781_SGB15402	0	0	0	0	0.01424	0.11648	0.10664	0	0	0	0	0	0	0	0	0	0.02431	0	0	0	0.03768	0	0	0.13072	0.93204
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB48165|s__GGB48165_SGB66168	0	0	0	0	0.01348	0.00765	0.02122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02978	0.02197
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9534|s__GGB9534_SGB14937	0	0	0	0	0.0133	0	0.00362	0.01099	0.0181	0.01395	0	0.02716	0.01232	0.00118	0.00658	0	0	0	0	0	0	0	0.03139	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_SGB48424	0	0	0	0	0.01164	0.04157	0.03268	0.04328	0.20657	0.08914	0.01503	0	0	0	0	0.01269	0.01445	0.00144	0.03969	0	0	0	0	0.02572	0.00652
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0	0	0	0	0.01077	0.08359	0.02097	0.15888	0.08518	0.10659	0.02356	0	0.00184	0	0	0.06339	0.15355	0	0	0.02798	0.01137	0.001	0.03026	0.51191	0.15788
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	0	0	0	0	0.01076	0.06874	0.03358	0	0.01585	0.01749	0	0	0	0	0.00181	0.00538	0	0.00493	0.01696	0	0	0.00557	0	0.00798	0.05896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Bittarella|s__Bittarella_massiliensis	0	0	0	0	0.01065	0.00919	0.01167	0.00915	0.0135	0.00188	0.00805	0.00048	0	0.02933	0.03034	0.01399	0	0	0	0.01607	0.00129	0	0	0.01455	0.00497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_saccharolytica	0	0	0	0	0.01035	0.01683	0.0299	0.02008	0.01904	0.04268	0.00252	0	0	0	0	0.01157	0.00153	0	0	0.06168	0.00386	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	0	0	0	0.00979	0.02028	0.034	0.02103	0.06745	0.01559	0.01473	0.00209	0	0.01099	0.02784	0.02441	0.01798	0	0.02542	0.00029	0.03486	0.00487	0.00161	0	0.00731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3444|s__GGB3444_SGB4594	0	0	0	0	0.00862	0.01608	0.01234	0.00966	0.06997	0.00397	0.00385	0	0	0	0	0.0321	0.00819	0	0	0.00201	0.04141	0	0.0079	0.04448	0.1087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0	0	0	0	0.00845	0	0	0.08384	0	0.00525	0.00208	0.07613	0.06321	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_OM02_2AC	0	0	0	0	0.00797	0.00628	0.00033	0.01522	0	0.01012	0	0	0	0	0	0	0	0	0	0	0	0.01378	0	0	0.0098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_hongkongensis	0	0	0	0	0.00742	0.01501	0.01255	0.01527	0.04548	0.01065	0.00242	0	0	0	0	0	0	0.00739	0.0296	0	0.00022	0	0.01253	0.0092	0.00269
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14844	0	0	0	0	0.00738	0	0	0	0	0	0	0	0	0	0.00058	0.01645	0.13207	0	0.00211	0.03276	0.03289	0.05684	2.26309	0.19328	0.33596
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus|s__Bariatricus_massiliensis	0	0	0	0	0.0068	0.06488	0.00454	0.0042	0.01876	0.0202	0	0	0	0.00104	0.01231	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15236	0	0	0	0	0.00679	0	0	0.02487	0.02849	0.00996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Lactonifactor|s__Lactonifactor_sp_BIOML_A6	0	0	0	0	0.00626	0.00638	0.00952	0.01432	0.01048	0.01579	0.02137	0	0	0.00899	0.01489	0	0	0.01546	0.00755	0	0.00836	0.00491	0	0	0.00033
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2998|s__GGB2998_SGB3988	0	0	0	0	0.00599	0	0.01675	0.06858	0.06717	0.06237	0.05561	0	0	0	0	0	0	0	0	0	0	0	0	0.00226	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_sp_Marseille_P3954	0	0	0	0	0.00595	0.02651	0.02739	0.01119	0.01301	0.0069	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0.0188
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0	0	0.00492	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae	0	0	0	0	0.00413	0.01096	0.00565	0.00506	0.02692	0.00356	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0.00064	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_SGB6173	0	0	0	0	0.00407	0.02935	0.00011	0	0	0.01875	0.02288	0	0	0	0	0.03798	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3593|s__GGB3593_SGB4817	0	0	0	0	0.00403	0.01299	0.00036	0.00594	0	0.00753	0.00657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB3057|s__GGB3057_SGB4059	0	0	0	0	0.00396	0.00029	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0.03131	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707|s__GGB9707_SGB15229	0	0	0	0	0.00341	0	0.00232	0.00515	0	0	0	0.03939	0.02486	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42	0	0	0	0	0.00276	0	0	0.09091	0	0	0	0.0753	0	0	0	0	0	0	0	0.39273	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244	0	0	0	0	0.00265	0	0.00069	0.01545	0.20723	0.055	0.00254	0	0.00418	0	0	0.00374	0.08604	0	0	0	0.0036	0	0.03449	0.04147	0.26202
