taxonomy	SM.03_01	SM.03_03	SM.04_01	SM.04_03	SM.08_01	SM.08_02	SM.08_03	SM.08_04	SM.08_05	SM.08_09	SM.08_13	SM.09_01	SM.09_03	SM.11_01	SM.11_03	SM.12_01	SM.12_03	SM.13_01	SM.13_03	SM.17_01	SM.17_03	SM.30_01	SM.30_03	SM.31_01	SM.31_03
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9739|s__GGB9739_SGB15313	0.06142	1.27467	0	0	0	0	0	0	0	0	0	0	0	0.03669	0.00015	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15373	0.06115	0.19441	0.033	0.15233	0	0	0	0	0	0	0	0.07858	0.16563	0.00257	0.00893	0	0	0.40463	0.77984	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH	0.06096	0.10173	0.19284	0.09762	0.02125	0.03829	0.06794	0.13687	0.01512	0.11017	0.02874	0.12464	0.1501	0.21836	0.46625	0.01288	0.15262	0.79699	0.18025	0	0	0	0	0.06338	0.0108
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_Choco116	0.06091	0.00622	0.26415	0.2588	0	0	0	0	0	0	0	0	0	0.07003	0	0.05161	0	0	0	0.01439	0.01555	0.09652	0.00651	0.02575	0.0049
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.05523	0	2.73196	0.50833	0.0586	0.02466	0.02424	0.07944	0.01269	0.23862	0.00819	0.04981	0.01171	0.47662	0.02901	0.14981	0.01085	0.05266	0	0	0	0	0	0.18274	0.011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79912|s__GGB79912_SGB4550	0.05438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii	0.05091	0.07536	0	0	0	0	0	0	0	0	0	0.14339	0.22438	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF20_17LB	0.04915	0	0.1057	0	0	0	0	0	0	0	0	0	0.0189	0.46841	0	0.0233	0	0.01356	0.00046	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_Marseille_Q4251	0.04903	0.01192	0.03969	0.02307	0	0	0	0	0	0	0	0.22123	0.17842	0.11918	0.13937	0.11535	0	0	0	0.01513	0.01955	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14861	0.04748	0.14371	2.05936	5.0831	2.29752	19.3317	19.37538	9.41863	15.15877	8.45875	12.4671	0.4027	8.03411	0.00502	0.06052	3.56792	10.10305	0.00123	0.01287	0.00695	0.02937	0.05182	0.31898	1.55886	5.17159
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB79734|s__GGB79734_SGB15291	0.04745	0.31101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans	0.04486	0.00103	0	0	0.0046	0.01529	0.00621	0.00895	0.01767	0.00118	0.00144	0.01441	0.01467	0	0	0	0.00118	0.03331	0.01387	0.01766	0.00181	0.01127	0.01094	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621|s__GGB9621_SGB15073	0.04172	0	0.00915	0	0	0	0	0	0	0	0	0	0	0	0	0.02824	0.04387	0	0	0	0	0	0	0.01582	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143	0.03866	0	0.05417	0.00354	0	0	0	0	0	0.00712	0	0.00939	0.00395	0	0	0	0.04383	0.07625	0.01487	0	0	0	0	0.00474	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.03865	0.00741	0	0	0.03468	0.02438	0.03442	0.00914	0.01539	0.04272	0.02362	0.04445	0.01551	0.10957	0.00385	0.19107	0.01926	0.20962	0.03568	0.02844	0.01115	0	0	0.15037	0.33131
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.03846	0.00117	0.00288	0	2.57336	0.25815	0.64811	7.53315	0.1835	4.45198	1.64632	0	0.03264	0.04768	0.0064	0.71462	0.38738	0	0	3.18819	1.41772	0	0	0.00058	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3001|s__GGB3001_SGB3992	0.03812	0.23792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_AF21_14LB	0.03771	0.09321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00458	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.03575	0	0.0664	0.00217	0.0195	0	0.03796	0	0	0	0	0	0	0.00296	0.17025	0.10617	0.27768	0.04443	0.01066	0.00188	0.00813	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB38744|s__GGB38744_SGB14842	0.03539	5.30983	0	0	0.01413	0.64195	0.61145	0.34036	0.83823	0.15487	0.17356	0	0	0.05321	1.84129	0.06823	0.89618	0	0	0.08507	1.52276	0	0	0.11391	2.02655
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60	0.03514	0.00309	0.00102	0	0	0	0	0	0	0	0	0.02004	0	0.18833	0.00625	0	0.00489	0.06065	0.03643	0	0	0	0.00032	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4750	0.03501	0.0065	0.07582	0.01831	0.00454	0	0.00033	0.00921	0	0.21503	0	0	0.01056	0.11333	0	0.01302	0	0	0	0	0	0	0	0.01287	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH	0.03193	0.02099	0	0	0.04451	0	0.00836	0.05799	0	0.22035	0.03505	0.21879	0.2669	0.04487	0.46264	0	0	0.00257	0.00115	0	0	0	0	0.02692	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.03051	0.00343	0.0704	0	0.05418	0.00108	0	0.00137	0.00059	0.02956	0.00646	0.04115	0.00701	0.26048	0.04294	1.41035	0.03567	0.25434	0.13662	0.14858	0.00618	0.12535	0.02563	0.20693	0.0556
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.03008	0.02904	0	0	4.28158	0.51631	1.16883	5.39676	0.51204	3.45934	2.04718	2.33933	3.5695	0.02527	0.04187	0.0027	0.00985	0.77454	1.65816	0	0.00114	0	0	0.00823	0.00384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_Marseille_Q3528	0.02947	0.05403	0.06467	0.03197	0.05683	0.00501	0.01579	0.02671	0.01576	0.04297	0.04704	0.02874	0.02288	0	0	0.04367	0.0068	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3265|s__GGB3265_SGB4314	0.02919	0	0.00574	0	0	0	0	0	0.08939	8.7694	0	0.00233	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.02904	0.6293	3.47729	1.76054	3.41285	1.3251	2.36719	3.09867	13.03395	0.60578	3.98027	0.32832	7.48264	0.02504	0.05953	1.71298	2.3822	0.14932	0.16263	7.30894	6.88084	3.02975	0.06624	1.49225	2.07464
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994|s__GGB42994_SGB4746	0.02704	0.02646	0.01159	0	0	0	0	0	0	0.00045	0	0	0	0.07569	0	0.0245	0	0.04757	0.02765	0	0	0.21688	0.14359	0.02022	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763|f__FGB76763|g__GGB79973|s__GGB79973_SGB14341	0.02454	0	0.02065	0	0.34973	0.12117	0.09552	0.65994	0.02199	8.07477	0.91004	0.13458	0.15104	0.00135	0	0.50555	0.09081	0	0	0.06758	0.12674	0.06818	0	1.99015	0.09216
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9512|s__GGB9512_SGB14909	0.02144	0.12568	0	0.01601	0.05599	0.08436	0.07486	0.02686	0.0554	0.08259	0.04515	0	0	0.34442	0.06298	0.29033	0.12376	0	0	0.37399	0.128	0.20546	0.03237	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.0214	0	0	0	1.44196	0	0	0	0	0	0	4.69851	0.04043	0.01406	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256|s__GGB3256_SGB4303	0.02018	0.02316	0	0	0.00789	3.52978	3.70351	4.07295	0	0	0	3.65236	3.97926	0.0071	0.01549	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB4668	0.01795	0.19752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4	0.01657	0	0	0	0.03983	0.0005	0.00188	0.347	0	0.06542	0.05575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12	0.01647	0.03396	0	0	0.0062	0	0	0	0	0.02858	0	0.00473	0	0.01536	0.03208	0	0	0	0	0.02691	0.06051	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28775|o__OFGB28775|f__FGB28775|g__GGB3511|s__GGB3511_SGB4688	0.01633	0.60792	0.00929	0.02351	0.06376	0.15606	0.19318	0.06515	0.10336	0.02303	0.14205	0	0	0	0	0.04497	0.0552	0	0	0	0.00228	0.04741	0.82146	0	0.00332
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii	0.01611	2.02072	0.00434	0.02544	1.03776	1.20912	1.35791	0.9556	0.04102	0.20433	2.32371	0.04738	0.0115	0.03032	0.05167	0.32678	1.23143	1.43558	1.55466	0.03475	0.00845	0.02392	0.36487	4.14445	0.33171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106	0.01562	0	0	0	0	0	0	0	0	0	0	4.11062	0.54859	0.00981	0	0.04598	4.48948	0	0	0	0	0	0	0	0.00187
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4421	0.01388	0.01538	0	0	0	0	0	0	0	0	0	4.6532	2.89672	0.00796	0.00768	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3602|s__GGB3602_SGB4574	0.01259	0.27811	0.00355	0.0009	0	0	0	0	0	0	0	0	0	0.21462	1.66948	0.49055	0.50096	0	0	0.00079	0.00321	0.08084	0.40497	0.81861	0.33217
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme	0.01244	0	0.06665	0.01265	0.01619	0.17689	0.0487	0.0286	0.04885	0.01237	0	0	0.0043	0.0076	0.01078	0	0	0.29438	0.05574	0.02221	0.06977	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes	0.01166	0.00484	0	0	0.0973	0.09177	0.12721	0.05957	0.06947	0.03474	0.05229	0.07631	0.05525	0	0	0.03972	0.02421	0	0	0	0	0.00143	0	0.07041	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	0.01112	0.07873	0	0.04167	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0.05918	0.07275	1.4813	0.57843	0.01225	0.00156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	0.01084	0.00877	0	0	0	0	0	0	0	0	0	0	0	0.02672	0.00637	0	0	0.00056	0	0.00334	0	0	0	0.01727	0.00092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_massiliensis	0.00993	0.00618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01291	0.00452	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus	0.00981	0	0	0	0.00602	0.00889	0.00401	0	0.00303	0.00906	0	0	0	0	0	0.00686	0	0	0	0.12588	0.00588	0.43671	0.02186	0.00341	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_SGB4573	0.00964	0.03533	0	0	0.03715	4.84856	0.21365	0.59276	1.68392	0.87582	0	0	0	0	0	0	0	0	0	0.61387	0.81302	0	0	0.06687	0.35598
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_argi	0.00892	0	0	0	0	0	0	0	0	0	0	0	0	0.1175	0.01367	0	0.00181	0	0.00112	0	0.01728	0.01719	2.11201	0	0.28282
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB52130|s__GGB52130_SGB14966	0.00878	0.0067	0	0	0	0	0	0	0	0.00093	0	0	0	0	0	0	0	0	0	0	0	0.00574	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79394|s__GGB79394_SGB105952	0.00856	0.03414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0.00828	0	0.00519	0.01969	0	0.00235	0	0.00409	0	0.03988	0.00693	0.01887	0.00521	0.03063	0.06745	0.03837	0.01091	0	0	0.04913	0.01848	0.03045	0.00909	0.13924	0.00026
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.00814	0.19434	0	0	0.01196	0.06536	0.09205	0.38085	0.10069	0.11007	0.0991	0.09101	0.07547	0.30754	0.07745	0.57289	1.37742	0.90709	0.2504	0.39858	0.23848	0.41187	0.89916	0.00723	0.01138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium_coli	0.00782	0.01877	0.00737	0.00834	0.01205	0.05903	0.05533	0.04315	0.08797	0.05097	0.01404	0.00477	0.00148	0.02842	0.01769	0.00375	0.01404	0.00471	0.08601	0.00303	0.00707	0.00178	0.04048	0.01468	0.00734
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB47518	0.00765	0.0142	0	0	0	0	0	0	0	0	0	0.0045	0	0.00395	0.01393	0	0	0	0	0	0	0.04781	0.178	0.00278	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249	0.00719	0	0	0	0.39159	0.07278	0.67629	0.45372	0.27267	0.69165	0.39543	1.59353	0.5964	0	0	0.00643	0.5611	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.00693	0.01094	0.65675	1.49037	2.25415	0.37975	1.4765	0.5972	0.18185	1.59713	2.74652	0.78362	0.34373	0.93246	0.75639	2.86828	1.55922	0.00519	0	0.02541	0	1.68078	0.13053	1.56961	0.38577
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.00657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01525	0	0.0085	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620|s__GGB9620_SGB15068	0.00604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0057	0.02973	0.07077	0.42956	0.0308	0.58796	0.34625	0.04131	1.94662	0.07263	0.02218	0.01032	0.00691	0	0	0.04576	0.00908	0	0	0.05102	0.16078	0	0	0.13867	0.2311
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii	0.00528	0	0	0.08847	0.22724	0.08924	0.21925	0.82158	0.52058	0.19326	0.36785	0.00633	0.01875	0.24707	0.07969	0.54007	0.31359	0.12842	0.20253	0.34759	0.01638	0.00095	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154	0.00459	0	0	0	0.0102	0.0797	0.06269	0.00905	0.06124	0.06186	0.00812	0	0	0.00361	0	0.00451	0	0.02962	0	0	0	0	0	0.05588	0.05045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.00452	0.07884	0	0	0.0022	0.01208	0.00797	0.00231	0.01528	0	0	0	0	0.01044	0.00968	0.01912	0.00198	0	0.00813	0.01698	0.01873	0.00028	0.7753	0	0.00821
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Massiliimalia|s__Massiliimalia_timonensis	0.00432	0.02118	0	0.00098	0	0	0	0	0	0.01208	0.00744	0.00044	0	0.0096	0.01122	0	0.00127	0.00346	0.00728	0.00989	0.08719	0.01877	1.05173	0.00302	0.27231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296	0.00541	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299	0.00393	0	0.34309	0.13295	0	0	0	0	0	0	0	2.08734	1.23318	0	0.00136	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae	0.00331	0.01748	0	0	0	0.00404	0.00084	0.00108	0.02443	0.0126	0	0	0	0.05983	0.0037	0.00384	0	0.02694	0.03776	0.09386	0.01576	0.01881	0.12019	0.10157	0.05268
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.00327	0.01698	0	0.85533	2.39633	1.12135	0.80754	1.53886	0.05793	1.55399	3.23223	0.43279	0.7353	0	7.66655	0	4.07197	0	0.01448	0.34853	4.63671	0	0	0	0.00775
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15273	0.00299	0.24271	0	0	0.17315	0.25799	0.36166	0.5645	3.34789	0.65236	0.23348	0	0	0	0	0.22909	0	0	0	0	0	0	0	0.03685	0.36527
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_plebeius	0.00285	0	6.96831	2.90905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens	0.00273	0.03801	0	0	0.12267	0.08299	0.06413	0.12692	0.26807	0.06965	0.1859	0.00726	0.01208	0.26405	0.31312	0.18267	0.20098	0	0	0.10624	0.33446	0.02593	0.0061	0.00556	0.12664
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea|s__Phocea_massiliensis	0.00266	0	0	0	0.00119	0.00108	0.00453	0.00058	0.00125	0.01078	0.0009	0	0.00022	0.02059	0	0.00049	0	0.00554	0.03348	0.00087	0	0	0.0083	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	0.00256	0.00151	0.68843	0.66503	0	0	0	0	0	0	0	0.40148	0.22195	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16	0.0024	0.00016	0.05841	0.21343	0.91908	1.56515	0.97219	0.81804	2.93259	1.66141	0.51164	0.36521	0.30745	0	0	0	0	0	0	0	0	0	0	0.36441	0.47273
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4566|s__GGB4566_SGB6305	0.00235	0.72759	0	0	0	0	0	0	0	0	0	0	0	0.33138	0.09172	0	0	0	0	0	0	0	0	0.06623	0.403
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_massiliensis	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0.01136	0	0.00336	0	0.00934	0.01239	3.0599	0.72093	2.87275	2.07006	0.02341	0.03145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1D1	0.00219	0.02444	0.0039	0.00259	0.00166	0.00793	0.00012	0.00173	0	0.00347	0.01274	0	0	0.0783	0.00889	0.00851	0.023	0.00387	0	0.01077	0.00879	0.05606	0.00018	0.02996	0.01594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0.00215	0	0	0	0	0	0	0	0	0	0	0	0	0.12568	0.32137	0.00562	0	0.2184	0.00471	0.04727	0	4.89857	0.49915	0.03875	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_29	0.00198	0.01648	0.01579	0.04206	0.02499	0.06346	0.05075	0.05287	0.05212	0.06141	0.03277	0.02102	0.01595	0.03267	0.0536	0.04541	0.04842	0	0	0.02543	0.0189	0.00432	0.00776	0.08394	0.0963
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	0.00194	0.00235	0	0	0	0	0	0	0	0.00651	0	0	0	0.0248	0	0	0.00033	0.00497	0.21144	0	0	0	0	0.00188	0.00165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Velocimicrobium|s__Velocimicrobium_porci	0.00183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris	0.0018	0	0	0	0	0	0	0	0	0	0	1.06331	0.15376	0	0	0.71584	0.27145	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB9575|s__GGB9575_SGB14988	0.00147	0	0	0	0	0	0	0.00476	0	0.0048	0.00108	0	0	0	0	0	0	0	0	0.1658	0.04311	0.05579	0.01116	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_BX12	0.00123	0.0028	0	0	0.07956	0.06513	0.05357	0.05363	0.01975	0.05958	0.04979	0.00905	0.00409	0.10516	0.1127	0.20124	0.05678	0	0	0.01347	0.04677	0.01535	0.00033	0.17667	0.06814
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.00118	0	0	0	0	0	0	0	0	0	0	0.36328	0.5123	0.01003	0	0.00861	0.00159	0.00753	0	0.05254	0.01651	3.39511	0.53591	2.67021	2.15415
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101	0.00058	0.02848	0	0	0	0	0	0	0	0	0	0.15566	0.07322	0	0	0	0	0.00843	0.06682	0	0	0	0	0.14237	0.07066
